model,NDCG,RecipRank
BiasScorer,0.12148445093261179,0.17083300365608703
BiasedMFScorer,0.12524371152581484,0.20383104632817278
BiasedSVDScorer,0.14397027623298664,0.2597900589398741
FunkSVDScorer,0.07854655660172204,0.11400583552025949
ImplicitMFScorer,0.40695047861858696,0.4263490362440399
ItemKNNScorer,0.09101826490153864,0.10731894508908577
UserKNNScorer,0.05841298683923047,0.02917869719975623
